id,firstname,lastname,birthyear,zipcode
4432,James,Martinez,1987,16483
4433,Emily,Martinez,1999,10512
4434,David,Smith,1992,19987
4435,David,Jones,1975,10999
4436,Emily,Rodriguez,1976,14701
4437,John,Brown,1981,16332
4438,James,Miller,1997,14787
4439,Michael,Brown,1984,17078
4440,David,Garcia,1985,16579
4441,Emily,Johnson,1974,14731
4442,Emma,Smith,1976,15185
4443,Jane,Williams,1973,15998
4444,John,Rodriguez,1988,19570
4445,James,Jones,1990,10922
4446,Emma,Smith,1995,14734
4447,John,Martinez,1970,19095
4448,Olivia,Rodriguez,1994,17878
4449,Olivia,Davis,1987,12253
4450,John,Williams,1979,15121
4451,Sarah,Smith,1990,15930
4452,David,Davis,1986,11572
4453,Emma,Brown,1992,14705
4454,Michael,Williams,1970,10911
4455,Emma,Garcia,1982,10517
4456,Emma,Rodriguez,1997,10318
4457,Jane,Smith,1992,15234
4458,David,Martinez,1974,11320
4459,Michael,Davis,1993,12240
4460,David,Rodriguez,1985,12786
4461,Olivia,Garcia,1978,19867
4462,Olivia,Smith,1980,13054
4463,Sarah,Davis,1982,13793
4464,James,Johnson,1997,16706
4465,Sarah,Miller,1990,10703
4466,Emily,Rodriguez,1992,13702
4467,Olivia,Jones,1998,13487
4468,John,Martinez,2000,17385
4469,William,Martinez,1979,16074
4470,Emily,Martinez,1981,16051
4471,David,Rodriguez,1995,10541
4472,James,Williams,1989,14292
4473,Olivia,Garcia,1979,10769
4474,Michael,Johnson,1986,10040
4475,Olivia,Garcia,1994,18289
4476,Emily,Garcia,1991,12846
4477,William,Garcia,1978,15614
4478,Sarah,Davis,1990,10778
4479,David,Garcia,2000,16412
4480,William,Martinez,1985,18212
4481,David,Davis,1999,14445
4482,David,Miller,1995,19677
4483,Sarah,Williams,1976,11401
4484,David,Miller,1974,16113
4485,Jane,Garcia,1999,18379
4486,Michael,Brown,1976,14013
4487,James,Davis,1970,19761
4488,James,Williams,1998,16268
4489,Olivia,Williams,1984,13770
4490,Jane,Smith,1974,10335
4491,Olivia,Williams,1980,12067
4492,David,Williams,1985,12923
4493,Emma,Rodriguez,1970,13479
4494,Emma,Brown,2000,15395
4495,Sarah,Johnson,1998,14280
4496,William,Johnson,1996,16124
4497,Olivia,Brown,1971,17859
4498,Jane,Rodriguez,1975,14208
4499,Michael,Jones,1970,15311
4500,Jane,Rodriguez,1984,18025
4501,Michael,Martinez,1997,10015
4502,William,Garcia,1987,19972
4503,Sarah,Jones,1972,14406
4504,Sarah,Davis,1994,11194
4505,Jane,Brown,1980,16021
4506,David,Brown,1990,15401
4507,William,Jones,1997,14378
4508,William,Miller,2000,12148
4509,Emma,Jones,1982,19620
4510,Sarah,Martinez,1976,18220
4511,Emma,Rodriguez,1987,13310
4512,James,Smith,1972,13870
4513,James,Martinez,1970,11101
4514,Olivia,Brown,1988,11759
4515,Sarah,Davis,1972,14037
4516,Olivia,Davis,1993,11963
4517,Olivia,Brown,1981,16457
4518,Emma,Williams,1984,15854
4519,Emma,Davis,1995,10084
4520,Michael,Rodriguez,1987,11192
4521,Emma,Rodriguez,1978,11693
4522,David,Johnson,1975,11360
4523,Sarah,Jones,1975,11259
4524,James,Garcia,1985,10519
4525,Olivia,Brown,1999,12720
4526,Michael,Williams,1994,17026
4527,Emma,Smith,1986,14492
4528,William,Jones,1983,18035
4529,James,Smith,1992,12577
4530,Emma,Rodriguez,1994,13941
4531,Jane,Jones,1976,14424
4532,Jane,Williams,1974,18539
4533,Jane,Rodriguez,1978,17239
4534,William,Miller,1976,11298
4535,Emily,Johnson,1990,16499
4536,James,Davis,1999,11526
4537,Olivia,Johnson,1973,18455
4538,Emma,Smith,1992,15068
4539,Emily,Jones,1974,17058
4540,Olivia,Jones,1982,18202
4541,James,Jones,1981,14568
4542,Michael,Martinez,1998,14398
4543,James,Miller,1974,16762
4544,Jane,Jones,1987,11491
4545,Jane,Miller,2000,11283
4546,David,Jones,1974,15066
4547,William,Rodriguez,1979,15931
4548,John,Garcia,1971,14597
4549,William,Garcia,1974,11993
4550,Jane,Rodriguez,1982,10162
4551,William,Brown,1988,13667
4552,Olivia,Garcia,1995,17217
4553,Michael,Jones,1975,11824
4554,David,Jones,1993,18109
4555,John,Williams,1989,14990
4556,Sarah,Rodriguez,1970,15531
4557,Michael,Rodriguez,1987,19424
4558,Emma,Miller,1993,19541
4559,John,Martinez,1983,14644
4560,David,Johnson,1977,19870
4561,Olivia,Smith,1980,19230
4562,Michael,Williams,1971,10494
4563,Sarah,Johnson,1987,12912
4564,David,Martinez,1981,14899
4565,James,Williams,1998,14210
4566,Sarah,Rodriguez,1986,13122
4567,David,Miller,1984,18000
4568,Olivia,Smith,1983,18047
4569,James,Williams,1998,14271
4570,Emily,Williams,1988,15509
4571,David,Davis,1970,18286
4572,Olivia,Davis,1974,14428
4573,Sarah,Johnson,1982,13393
4574,Emma,Williams,1986,13970
4575,Emma,Miller,1991,19329
4576,Michael,Johnson,1977,17323
4577,William,Miller,1986,15256
4578,Jane,Rodriguez,2000,14294
4579,William,Davis,1970,11682
4580,Sarah,Jones,1981,14097
4581,David,Davis,1972,19770
4582,Sarah,Martinez,1974,15010
4583,David,Rodriguez,1984,19630
4584,William,Jones,1977,11901
4585,John,Johnson,1994,12201
4586,William,Garcia,1989,19391
4587,Jane,Johnson,1982,14898
4588,Olivia,Miller,1983,13860
4589,William,Williams,1975,13752
4590,Emma,Smith,1990,17343
4591,James,Martinez,1978,15188
4592,Emily,Johnson,1977,18711
4593,Sarah,Johnson,1988,16448
4594,William,Johnson,1988,16116
4595,William,Rodriguez,1987,13929
4596,Emily,Rodriguez,1983,15368
4597,Emma,Davis,1976,18742
4598,William,Rodriguez,1996,14591
4599,Michael,Garcia,1974,17129
4600,John,Miller,1973,12636
4601,Michael,Brown,1971,11349
4602,Emma,Smith,1986,16004
4603,Sarah,Johnson,2000,18524
4604,Michael,Jones,1999,11580
4605,Jane,Brown,1972,19166
4606,David,Brown,1987,10285
4607,John,Brown,1970,17337
4608,David,Smith,1976,19346
4609,Emma,Rodriguez,1974,19550
4610,Sarah,Martinez,1996,13396
4611,Emily,Smith,1977,18465
4612,James,Garcia,1980,10280
4613,David,Martinez,1987,13960
4614,Sarah,Rodriguez,1970,14624
4615,William,Brown,1991,10740
4616,David,Garcia,1983,14860
4617,John,Smith,1979,13968
4618,Jane,Brown,1993,10749
4619,William,Rodriguez,1989,15598
4620,William,Miller,1979,10150
4621,Emma,Davis,1989,11224
4622,Michael,Miller,1999,14361
4623,James,Jones,1998,18013
4624,Michael,Johnson,1984,14678
4625,Sarah,Garcia,1985,16154
4626,Emma,Smith,1983,15887
4627,John,Brown,1992,17604
4628,Emma,Smith,1975,18738
4629,John,Davis,1993,17180
4630,William,Miller,1974,18588
4631,Emily,Williams,1972,12399
4632,John,Garcia,1972,12280
4633,Emma,Rodriguez,1997,19356
4634,James,Smith,1973,11951
4635,Michael,Miller,1972,10522
4636,Emily,Brown,1991,13620
4637,Jane,Smith,1988,12680
4638,Emily,Williams,1977,14618
4639,John,Garcia,1994,15806
4640,Jane,Davis,1995,16089
4641,Jane,Johnson,1972,13887
4642,Michael,Davis,1998,14976
4643,William,Martinez,1979,11274
4644,Sarah,Davis,1992,10129
4645,David,Rodriguez,1996,16910
4646,William,Williams,1999,13610
4647,Emma,Williams,2000,18872
4648,David,Martinez,1988,17998
4649,Jane,Davis,1991,12410
4650,Emily,Jones,1971,12444
4651,Olivia,Jones,1977,19194
4652,Olivia,Martinez,1994,15210
4653,James,Johnson,1996,17792
4654,William,Martinez,1987,17858
4655,Michael,Miller,1996,12825
4656,David,Brown,1989,19826
4657,David,Rodriguez,1987,15791
4658,David,Jones,1971,16689
4659,Emma,Garcia,1996,15546
4660,Emma,Williams,1973,11953
4661,David,Williams,1986,11823
4662,David,Williams,1979,15855
4663,Sarah,Garcia,1970,15212
4664,James,Brown,1995,12806
4665,William,Johnson,1983,16120
4666,James,Smith,1982,15241
4667,Emma,Miller,1970,11103
4668,Emma,Miller,1992,12390
4669,Emily,Davis,1992,11735
4670,Michael,Garcia,1971,14922
4671,James,Rodriguez,1999,13230
4672,Emma,Garcia,1997,19192
4673,Emily,Williams,1999,18133
4674,Emily,Garcia,1975,19185
4675,Emma,Williams,1999,16681
4676,James,Garcia,1987,13996
4677,Emma,Martinez,1996,18545
4678,Sarah,Miller,2000,19523
4679,David,Williams,1988,19422
4680,James,Jones,1972,10926
4681,William,Williams,1970,17487
4682,Michael,Davis,1984,16135
4683,David,Garcia,1985,18848
4684,Olivia,Miller,1971,13092
4685,Emily,Brown,1983,10301
4686,Michael,Jones,1984,11570
4687,James,Rodriguez,1999,11517
4688,John,Jones,1988,12830
4689,James,Miller,1993,19548
4690,John,Williams,1990,10602
4691,Jane,Davis,1983,19663
4692,David,Smith,1996,19377
4693,Olivia,Miller,1993,14117
4694,Emma,Garcia,1994,15718
4695,Emily,Davis,1979,12246
4696,John,Miller,1971,16179
4697,Emma,Garcia,1988,17675
4698,James,Brown,1980,16582
4699,Jane,Davis,1995,15997
4700,Emma,Jones,1982,17625
4701,David,Miller,1996,17391
4702,Jane,Martinez,1996,11228
4703,Michael,Williams,1977,18923
4704,John,Davis,1993,14577
4705,Michael,Miller,1996,10548
4706,Jane,Williams,1977,13705
4707,John,Smith,1987,14131
4708,Emily,Brown,1972,18022
4709,David,Rodriguez,1971,15557
4710,David,Johnson,1977,13916
4711,William,Miller,1975,16750
4712,Emma,Davis,1982,15359
4713,William,Davis,1988,12253
4714,Emily,Smith,1994,10724
4715,Jane,Miller,1974,10508
4716,Olivia,Davis,1998,14713
4717,John,Johnson,1991,17645
4718,William,Miller,1973,14084
4719,Sarah,Garcia,1986,18090
4720,Michael,Jones,1971,12203
4721,Olivia,Johnson,1976,12291
4722,Emily,Garcia,1971,11045
4723,Sarah,Davis,1972,18941
4724,Olivia,Smith,1992,11315
4725,James,Brown,1998,18038
4726,Emily,Williams,1981,19547
4727,Jane,Jones,1991,16230
4728,John,Williams,1990,12839
4729,Olivia,Garcia,1984,12057
4730,John,Rodriguez,1992,13195
4731,Emily,Miller,1973,17263
4732,Olivia,Smith,1999,10687
4733,David,Smith,1971,10940
4734,William,Jones,1979,12021
4735,Michael,Jones,1991,10981
4736,John,Jones,1987,15001
4737,James,Williams,1993,15290
4738,David,Smith,1989,16216
4739,John,Smith,1971,18142
4740,Jane,Rodriguez,1975,16245
4741,William,Miller,1971,11550
4742,Olivia,Martinez,1972,18427
4743,Michael,Brown,1970,19266
4744,James,Smith,1985,13226
4745,Jane,Garcia,1992,19218
4746,Olivia,Garcia,1999,16636
4747,Olivia,Smith,1984,17604
4748,Jane,Williams,1980,14205
4749,John,Smith,1987,18979
4750,Olivia,Williams,1988,16733
4751,James,Smith,1978,15539
4752,James,Martinez,1977,16135
4753,William,Smith,2000,13933
4754,William,Rodriguez,1977,14326
4755,Olivia,Davis,1989,14121
4756,Sarah,Smith,1986,14437
4757,Sarah,Smith,1998,18244
4758,Jane,Davis,1984,18479
4759,Olivia,Brown,1998,19436
4760,James,Johnson,1995,10041
4761,James,Jones,1976,17054
4762,Michael,Brown,1988,15019
4763,Jane,Williams,1999,15496
4764,David,Brown,1989,18603
4765,Emma,Brown,1980,19879
4766,Michael,Williams,1984,12725
4767,Olivia,Smith,1980,19977
4768,Michael,Williams,1995,13873
4769,John,Martinez,1989,19590
4770,David,Brown,1976,13844
4771,Sarah,Garcia,1987,19240
4772,Olivia,Johnson,1990,14363
4773,Olivia,Davis,2000,15804
4774,James,Miller,1993,17765
4775,James,Smith,1970,19406
4776,Olivia,Martinez,1975,11689
4777,William,Williams,1971,19661
4778,John,Williams,1977,11708
4779,William,Brown,1979,18277
4780,Olivia,Williams,1980,18799
4781,Sarah,Davis,1977,15356
4782,Jane,Davis,1997,19048
4783,James,Martinez,1993,14834
4784,John,Davis,1989,16773
4785,Jane,Davis,1996,10627
4786,Emma,Rodriguez,1979,13064
4787,William,Jones,1979,13587
4788,Sarah,Miller,1976,14536
4789,Olivia,Jones,2000,15116
4790,Emma,Smith,1996,16653
4791,Olivia,Brown,1972,11178
4792,Michael,Miller,1987,14901
4793,Olivia,Smith,1983,12476
4794,Emma,Martinez,1972,13843
4795,Michael,Williams,1984,12835
4796,Jane,Martinez,1995,16424
4797,John,Rodriguez,1986,18815
4798,Emily,Smith,1975,19826
4799,James,Martinez,1982,15127
4800,Emily,Johnson,1987,11009
4801,Michael,Davis,1973,11815
4802,David,Jones,1974,15855
4803,Michael,Garcia,1983,11505
4804,Sarah,Martinez,1984,19718
4805,Michael,Davis,1997,10278
4806,James,Garcia,1976,14668
4807,Michael,Johnson,1993,16138
4808,Emily,Jones,1970,18479
4809,John,Miller,1972,17186
4810,Sarah,Williams,1995,11766
4811,John,Brown,1999,18824
4812,James,Jones,1976,16099
4813,Jane,Martinez,1977,14385
4814,James,Williams,1978,11866
4815,Emily,Johnson,1989,11822
4816,Sarah,Rodriguez,1975,18797
4817,Michael,Johnson,1990,16862
4818,James,Miller,1979,13458
4819,James,Brown,1985,18590
4820,Sarah,Garcia,1975,12567
4821,Olivia,Jones,1976,10197
4822,Sarah,Miller,1972,11439
4823,John,Rodriguez,1991,10000
4824,Emily,Martinez,1994,16198
4825,Michael,Davis,1979,14983
4826,Emily,Smith,1971,18976
4827,Jane,Garcia,1998,15655
4828,Olivia,Rodriguez,1983,17093
4829,Emily,Jones,1971,19908
4830,Jane,Rodriguez,1985,10110
4831,David,Brown,1991,14429
4832,Emma,Martinez,1997,12910
4833,Emily,Johnson,1991,10539
4834,Jane,Miller,1987,13038
4835,David,Rodriguez,1997,15986
4836,Michael,Garcia,1994,18976
4837,William,Brown,1980,10918
4838,Olivia,Johnson,1987,17607
4839,Jane,Smith,1974,19772
4840,Sarah,Johnson,1972,10666
4841,Sarah,Jones,1976,17576
4842,Emma,Martinez,1992,10133
4843,James,Miller,1987,18233
4844,David,Brown,1998,12366
4845,Emma,Rodriguez,1979,18852
4846,Sarah,Jones,1980,14401
4847,David,Brown,1982,11833
4848,Michael,Martinez,1996,12731
4849,Emily,Rodriguez,1971,13446
4850,Jane,Jones,1980,11873
4851,Olivia,Miller,1982,10407
4852,Jane,Rodriguez,1991,15001
4853,Emma,Davis,1988,14809
4854,Olivia,Brown,2000,12009
4855,David,Johnson,1991,18593
4856,William,Jones,1978,12001
4857,Olivia,Rodriguez,1977,18785
4858,Emma,Johnson,1972,10504
4859,Emma,Davis,1977,12882
4860,Olivia,Davis,1972,18057
4861,John,Martinez,1970,10078
4862,Emma,Davis,1979,13621
4863,Olivia,Rodriguez,1970,15434
4864,James,Williams,1982,17967
4865,Emily,Miller,1999,11332
4866,Emma,Williams,1979,13023
4867,Emma,Johnson,2000,14856
4868,William,Miller,1981,10958
4869,James,Williams,1992,15262
4870,James,Garcia,1975,13670
4871,Olivia,Jones,1990,11670
4872,Sarah,Rodriguez,1981,13584
4873,Emily,Miller,1997,13313
4874,Sarah,Brown,1991,16568
4875,Emily,Davis,1990,12729
4876,Olivia,Johnson,1989,18947
4877,Michael,Rodriguez,1992,19289
4878,Sarah,Williams,1975,15010
4879,James,Jones,1973,15027
4880,Sarah,Davis,1980,11957
4881,Jane,Williams,1981,15271
4882,John,Smith,1991,10880
4883,Emma,Rodriguez,1995,12971
4884,Sarah,Davis,1989,19873
4885,John,Rodriguez,1985,15066
4886,William,Johnson,1999,11253
4887,Michael,Williams,1998,16939
4888,William,Johnson,1988,11037
4889,Michael,Miller,1997,18205
4890,Olivia,Davis,1980,16515
4891,Michael,Williams,1971,19404
4892,Emma,Davis,1991,12858
4893,John,Smith,1970,10578
4894,Michael,Garcia,1976,18307
4895,Jane,Garcia,1987,15508
4896,James,Johnson,1984,13939
4897,Jane,Garcia,1996,16869
4898,James,Rodriguez,1984,13799
4899,Emily,Davis,1994,18979
4900,Olivia,Brown,2000,19483
4901,Jane,Miller,1983,15016
4902,Sarah,Johnson,1986,11660
4903,Olivia,Martinez,1982,13411
4904,Emily,Martinez,1976,16969
4905,John,Johnson,1997,15651
4906,James,Brown,1980,19773
4907,David,Williams,1985,14741
4908,Emily,Smith,1993,17766
4909,William,Jones,1975,15150
4910,Sarah,Davis,1987,10195
4911,Jane,Jones,1996,17573
4912,Emily,Miller,1978,14131
4913,Michael,Williams,1980,12738
4914,David,Brown,1976,19613
4915,James,Brown,1987,16887
4916,William,Martinez,1988,19677
4917,John,Garcia,1980,16646
4918,Sarah,Garcia,1971,16386
4919,James,Martinez,1991,11050
4920,Michael,Davis,1995,17865
4921,Emma,Rodriguez,1971,10027
4922,Sarah,Brown,1973,19712
4923,Emma,Jones,1971,14692
4924,Jane,Rodriguez,1998,12816
4925,Jane,Johnson,1979,10280
4926,John,Garcia,1983,16541
4927,John,Brown,1994,15131
4928,Jane,Miller,1996,16043
4929,Emily,Smith,1973,18930
4930,James,Miller,1992,10932
4931,Michael,Jones,1995,19751
4932,Michael,Rodriguez,1981,11341
4933,John,Williams,1987,10496
4934,Michael,Jones,1992,19051
4935,Michael,Garcia,1979,15399
4936,Emma,Brown,2000,17651
4937,Jane,Rodriguez,1983,12122
4938,John,Johnson,1978,19840
4939,Olivia,Miller,1973,14165
4940,John,Garcia,1976,17232
4941,John,Martinez,1998,12396
4942,Sarah,Rodriguez,1991,14643
4943,Jane,Garcia,1995,14967
4944,David,Smith,1972,15021
4945,David,Smith,1986,10723
4946,Emma,Williams,1974,12597
4947,John,Garcia,1989,13226
4948,John,Williams,1981,10690
4949,Olivia,Martinez,1989,11914
4950,John,Martinez,1982,15059
4951,Jane,Miller,1990,13730
4952,Sarah,Smith,1979,16230
4953,Jane,Williams,1991,10562
4954,Emma,Brown,1989,16758
4955,Michael,Davis,1972,12083
4956,Michael,Johnson,1986,19172
4957,John,Brown,2000,16666
4958,Emma,Smith,1973,17779
4959,William,Williams,1994,17584
4960,David,Jones,1992,10670
4961,William,Martinez,1978,16839
4962,Michael,Johnson,1979,17473
4963,Michael,Johnson,1991,17916
4964,Michael,Brown,1983,10469
4965,John,Brown,1979,17489
4966,Olivia,Brown,1983,18739
4967,Emily,Williams,1983,11827
4968,David,Jones,1986,14902
4969,Jane,Smith,1991,13442
4970,Sarah,Smith,1973,15233
4971,Michael,Smith,1976,10483
4972,John,Williams,1971,13642
4973,David,Brown,1996,19544
4974,Sarah,Miller,1977,16308
4975,Olivia,Johnson,1978,10602
4976,Sarah,Williams,1976,15939
4977,Olivia,Davis,1970,10851
4978,Emily,Miller,1998,11931
4979,James,Williams,1974,13725
4980,Olivia,Rodriguez,1997,10458
4981,Olivia,Martinez,1987,17206
4982,David,Rodriguez,1987,11487
4983,Olivia,Rodriguez,1998,11086
4984,Emily,Brown,1974,19087
4985,William,Davis,1998,14463
4986,Michael,Davis,1975,14248
4987,David,Garcia,1988,10956
4988,Emma,Jones,1989,16395
4989,James,Brown,1984,19028
4990,David,Miller,1977,15427
4991,William,Williams,1972,18383
4992,William,Brown,1984,13892
4993,Jane,Miller,1971,17017
4994,Olivia,Johnson,1981,18743
4995,Sarah,Davis,1975,10227
4996,David,Smith,1999,12210
4997,James,Martinez,1989,16685
4998,William,Smith,1974,13885
4999,Jane,Martinez,1988,13663
5000,William,Rodriguez,1993,11691
5001,Emily,Miller,1989,11423
5002,Michael,Smith,1973,16162
5003,Michael,Johnson,1988,11507
5004,John,Davis,1985,12022
5005,William,Miller,1984,16422
5006,James,Garcia,1985,12357
5007,William,Miller,1991,17827
5008,John,Jones,1988,13572
5009,Emily,Jones,1992,19250
5010,Michael,Brown,1980,13204
5011,Michael,Williams,1985,12134
5012,William,Martinez,1977,19640
5013,Michael,Johnson,1982,15129
5014,James,Jones,1976,11569
5015,John,Johnson,1976,11581
5016,James,Johnson,1988,11592
5017,David,Williams,1988,18324
5018,Emily,Rodriguez,1995,18680
5019,Jane,Garcia,1999,15796
5020,John,Smith,1980,16746
5021,Sarah,Johnson,1981,12275
5022,David,Rodriguez,1981,18504
5023,David,Brown,1988,16356
5024,Emma,Brown,1980,19997
5025,David,Martinez,1999,18827
5026,David,Davis,1977,19346
5027,John,Martinez,1973,14965
5028,Olivia,Williams,1971,13505
5029,Emma,Rodriguez,1976,10296
5030,Emma,Miller,1971,12790
5031,William,Johnson,1985,11359
5032,William,Davis,1988,18054
5033,William,Rodriguez,1983,18569
5034,James,Davis,1974,12167
5035,David,Brown,1994,12302
5036,Emma,Miller,1991,14554
5037,Jane,Rodriguez,1988,16799
5038,Jane,Davis,1973,15840
5039,John,Johnson,1988,12147
5040,Emma,Johnson,1988,15165
5041,Sarah,Rodriguez,1994,13555
5042,Emily,Williams,1972,17256
5043,William,Brown,1974,15934
5044,Emma,Martinez,1991,12331
5045,Olivia,Miller,1991,18825
5046,Sarah,Johnson,1970,18015
5047,Sarah,Jones,1995,11104
5048,William,Miller,1996,18898
5049,David,Miller,1994,18334
5050,Olivia,Martinez,1970,14725
5051,Emily,Martinez,1989,14157
5052,Emma,Rodriguez,1981,10893
5053,Emma,Martinez,1971,14138
5054,James,Martinez,1970,15652
5055,William,Smith,1975,13743
5056,David,Miller,1979,12451
5057,David,Smith,1984,16174
5058,Jane,Johnson,1999,11407
5059,Emma,Martinez,1983,15264
5060,Jane,Jones,1986,16296
5061,Michael,Brown,1987,17557
5062,Olivia,Garcia,1993,16809
5063,David,Williams,2000,11377
5064,John,Garcia,1986,10979
5065,William,Smith,1989,14864
5066,David,Miller,1981,17894
5067,Michael,Garcia,1975,16381
5068,Michael,Rodriguez,1976,10034
5069,Olivia,Garcia,1976,12235
5070,Michael,Miller,1970,11738
5071,John,Brown,1999,10994
5072,William,Rodriguez,1985,17769
5073,Olivia,Rodriguez,1993,13381
5074,Emma,Garcia,1981,19292
5075,David,Johnson,1983,16086
5076,Emma,Williams,1992,10597
5077,James,Williams,1976,14032
5078,James,Martinez,1973,11775
5079,William,Smith,1971,10315
5080,John,Williams,1986,15312
5081,David,Garcia,1972,10744
5082,Michael,Smith,1996,10217
5083,Michael,Rodriguez,1976,15622
5084,Emily,Jones,1971,17526
5085,Emma,Davis,1987,13276
5086,David,Brown,1987,18460
5087,David,Jones,1987,10759
5088,William,Smith,1998,19204
5089,Emma,Martinez,1997,13944
5090,Olivia,Miller,1979,13213
5091,Michael,Williams,1990,19624
5092,Michael,Miller,1990,11177
5093,Michael,Smith,1989,14073
5094,Sarah,Miller,1991,15100
5095,Sarah,Rodriguez,1976,10468
5096,Jane,Davis,1988,14251
5097,Olivia,Smith,1985,12268
5098,Michael,Jones,1996,15257
5099,John,Williams,1976,14920
5100,Olivia,Martinez,1972,18677
5101,Jane,Brown,1996,10070
5102,Olivia,Garcia,1982,16101
5103,Emily,Martinez,1991,10161
5104,Olivia,Jones,1996,15502
5105,Jane,Rodriguez,1983,12150
5106,Sarah,Jones,1978,12429
5107,William,Jones,1984,18595
5108,David,Johnson,1978,18056
5109,William,Martinez,1998,13812
5110,William,Williams,1973,13742
5111,Jane,Johnson,1985,13333
5112,James,Rodriguez,1974,17350
5113,William,Martinez,1999,14463
5114,Emma,Martinez,1978,13846
5115,David,Williams,1996,11486
5116,Michael,Rodriguez,1988,11334
5117,John,Davis,1973,16005
5118,Michael,Jones,1999,10922
5119,Emma,Garcia,1991,14985
5120,William,Brown,1978,14596
5121,Michael,Williams,1990,13527
5122,Sarah,Johnson,1988,13570
5123,Emily,Brown,1992,16452
5124,James,Williams,1975,15845
5125,Emma,Davis,1981,15922
5126,Sarah,Williams,1991,16192
5127,Olivia,Rodriguez,1973,12231
5128,Jane,Smith,1993,15716
5129,David,Garcia,1975,13297
5130,Olivia,Jones,1976,15168
5131,Michael,Brown,1989,15193
5132,David,Smith,1993,16796
5133,Emma,Williams,1978,12652
5134,Emily,Rodriguez,1988,10157
5135,Michael,Jones,1989,10648
5136,William,Williams,1986,12526
5137,Jane,Smith,1970,14918
5138,Jane,Brown,1977,15530
5139,William,Davis,1982,16106
5140,William,Brown,1987,12551
5141,Sarah,Davis,1997,10071
5142,Jane,Martinez,1981,10243
5143,James,Williams,1994,18510
5144,James,Brown,1970,11453
5145,Emily,Johnson,1973,16372
5146,James,Smith,1991,16959
5147,James,Rodriguez,1987,19337
5148,William,Garcia,1988,13386
5149,William,Williams,1972,10794
5150,Michael,Davis,1987,11321
5151,Jane,Miller,1970,17598
5152,Emma,Jones,1977,14694
5153,Sarah,Johnson,1975,14907
5154,Jane,Johnson,1981,18712
5155,William,Miller,1985,10537
5156,Emily,Smith,1973,15829
5157,David,Jones,1998,17370
5158,Michael,Garcia,1971,17548
5159,Jane,Smith,1970,16246
5160,John,Johnson,1993,18638
5161,William,Williams,1981,11843
5162,William,Martinez,1975,12408
5163,Sarah,Brown,1970,10746
5164,David,Garcia,1986,17607
5165,Sarah,Williams,1978,10822
5166,James,Garcia,1982,16114
5167,Emma,Davis,1987,10677
5168,Olivia,Garcia,1974,18772
5169,Jane,Martinez,1987,14126
5170,Emma,Martinez,1992,11617
5171,Emily,Garcia,1991,18256
5172,Sarah,Davis,1989,19886
5173,John,Rodriguez,1982,12283
5174,Michael,Smith,1998,17973
5175,Olivia,Martinez,1986,13191
5176,Emma,Johnson,1986,11118
5177,Jane,Rodriguez,1981,14739
5178,Emily,Johnson,1981,18595
5179,William,Brown,1970,10184
5180,David,Martinez,1988,12159
5181,John,Garcia,1976,11363
5182,Emma,Jones,1979,17027
5183,John,Martinez,1979,16612
5184,Jane,Rodriguez,1984,10461
5185,John,Garcia,1977,19931
5186,Olivia,Miller,1972,12257
5187,Jane,Rodriguez,1996,16250
5188,Olivia,Miller,1988,16526
5189,Emily,Brown,1985,17885
5190,Emma,Garcia,1993,19950
5191,Jane,Davis,1973,13479
5192,Emily,Davis,1984,13542
5193,Emma,Martinez,1972,10557
5194,Jane,Rodriguez,1999,12516
5195,Sarah,Johnson,1999,14877
5196,Jane,Smith,1977,12748
5197,Jane,Davis,2000,19633
5198,John,Davis,1974,15695
5199,Jane,Rodriguez,1982,14266
5200,David,Garcia,1995,12463
5201,James,Johnson,1970,17419
5202,Olivia,Johnson,1987,17120
5203,Sarah,Williams,1980,14733
5204,Sarah,Williams,1982,19342
5205,John,Williams,1973,17138
5206,Sarah,Brown,1987,18487
5207,John,Williams,1985,18797
5208,David,Garcia,1970,12354
5209,John,Martinez,1975,10907
5210,James,Williams,1972,15580
5211,James,Smith,1982,18711
5212,Emily,Johnson,1975,16968
5213,John,Jones,1998,19160
5214,Jane,Davis,1996,12026
5215,Olivia,Martinez,1972,14787
5216,John,Smith,1970,11503
5217,Emma,Brown,1985,13066
5218,Jane,Williams,1997,12126
5219,James,Garcia,1972,12117
5220,Emma,Rodriguez,1992,11627
5221,David,Smith,1979,11806
5222,John,Johnson,1984,19683
5223,William,Brown,1975,18509
5224,Emma,Johnson,1989,17373
5225,Emma,Garcia,1991,17898
5226,Emily,Brown,1987,12243
5227,Emma,Smith,1971,16794
5228,James,Miller,1988,16673
5229,William,Davis,1973,11494
5230,John,Rodriguez,1975,10853
5231,Sarah,Williams,1972,14789
5232,Michael,Miller,1995,14084
5233,Emma,Garcia,1980,11693
5234,Jane,Jones,1991,10241
5235,Sarah,Davis,1996,13345
5236,Emma,Rodriguez,1994,17322
5237,William,Garcia,1998,10133
5238,Sarah,Smith,1980,18767
5239,Sarah,Davis,1971,10079
5240,David,Miller,1986,19883
5241,James,Johnson,1972,19445
5242,John,Miller,1977,13601
5243,Sarah,Jones,1970,11704
5244,Jane,Jones,1995,13262
5245,Emma,Smith,1981,13527
5246,Jane,Jones,1999,11073
5247,Sarah,Garcia,1995,10193
5248,Emily,Garcia,2000,10324
5249,John,Miller,1982,19007
5250,James,Smith,1990,19037
5251,James,Davis,1985,18081
5252,Sarah,Smith,1994,15762
